Issue key,Issue id,Summary,Issue Type,Status,Status Category,Project key,Project name,Priority,Resolution,Assignee,Reporter,Creator,Parent key,Parent summary,Team Name,Sprint,Created,Updated,Resolved,Due date,Custom field (Domain),Custom field (Story Points),Custom field (Solution Architect),Original estimate
RLT-46,100046,Automate Legacy Retirement API contract,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,14/Apr/26 12:00 AM,09/May/26 12:00 AM,09/May/26 12:00 AM,07/May/26 12:00 AM,,,Priya Nandakumar,18000
RLT-47,100047,Design Survivorship Rules audit trail,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,27/Jan/25 12:00 AM,12/Mar/25 12:00 AM,12/Mar/25 12:00 AM,23/Mar/25 12:00 AM,,,Daniel Osei,352800
RLT-48,100048,Integrate Survivorship Rules user role,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,05/Mar/26 12:00 AM,22/Mar/26 12:00 AM,22/Mar/26 12:00 AM,18/Mar/26 12:00 AM,,,Priya Nandakumar,345600
RLT-49,100049,Decommission Survivorship Rules API contract,Story,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,17/Jun/25 12:00 AM,11/Mar/26 12:00 AM,,01/Aug/25 12:00 AM,,,Marta Kowalski,219600
RLT-50,100050,Document Legacy Retirement user role,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,01/Jul/26 12:00 AM,01/Aug/26 12:00 AM,01/Aug/26 12:00 AM,05/Aug/26 12:00 AM,,,Priya Nandakumar,86400
RLT-51,100051,Automate Golden Record interface,Story,Blocked,In Progress,RLT,Reltio - MDM,P3 - Medium,,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,16/Feb/25 12:00 AM,04/Aug/26 12:00 AM,,21/Mar/25 12:00 AM,,,Lucia Ferrari,385200
RLT-52,100052,Reconcile Survivorship Rules cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,03/Dec/24 12:00 AM,24/Dec/24 12:00 AM,24/Dec/24 12:00 AM,24/Dec/24 12:00 AM,,,Daniel Osei,291600
RLT-53,100053,Design Survivorship Rules reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,12/Nov/24 12:00 AM,30/Nov/24 12:00 AM,30/Nov/24 12:00 AM,04/Dec/24 12:00 AM,,,Hiroshi Tanaka,54000
RLT-54,100054,Onboard Legacy Retirement dashboard,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,09/Mar/25 12:00 AM,18/Mar/25 12:00 AM,18/Mar/25 12:00 AM,17/Mar/25 12:00 AM,,,Priya Nandakumar,316800
RLT-55,100055,Reconcile Golden Record user role,Story,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,31/Oct/25 12:00 AM,02/Jun/26 12:00 AM,,13/Jan/26 12:00 AM,,,Priya Nandakumar,39600
RLT-56,100056,Deploy Golden Record data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,22/Apr/25 12:00 AM,13/Jun/25 12:00 AM,13/Jun/25 12:00 AM,01/Jun/25 12:00 AM,,,Sean Gallagher,72000
RLT-57,100057,Decommission Survivorship Rules cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,14/Dec/25 12:00 AM,27/Jan/26 12:00 AM,27/Jan/26 12:00 AM,04/Feb/26 12:00 AM,,,Amara Okafor,18000
RLT-58,100058,Refactor Survivorship Rules data model,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,25/Feb/26 12:00 AM,02/Apr/26 12:00 AM,02/Apr/26 12:00 AM,01/Apr/26 12:00 AM,,,Hiroshi Tanaka,97200
RLT-59,100059,Deploy Golden Record training module,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,26/Dec/24 12:00 AM,12/Aug/26 12:00 AM,,04/Jan/25 12:00 AM,,,Amara Okafor,64800
RLT-60,100060,Build Legacy Retirement cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,08/Jun/26 12:00 AM,26/Jun/26 12:00 AM,26/Jun/26 12:00 AM,23/Jun/26 12:00 AM,,,Priya Nandakumar,57600
RLT-61,100061,Automate Legacy Retirement user role,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,23/Sep/24 12:00 AM,18/Oct/24 12:00 AM,18/Oct/24 12:00 AM,23/Oct/24 12:00 AM,,,Lucia Ferrari,75600
RLT-62,100062,Automate Golden Record training module,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,01/Mar/25 12:00 AM,16/Mar/25 12:00 AM,16/Mar/25 12:00 AM,19/Mar/25 12:00 AM,,,Daniel Osei,50400
RLT-63,100063,Validate Survivorship Rules test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,11/Apr/26 12:00 AM,21/Apr/26 12:00 AM,21/Apr/26 12:00 AM,23/Apr/26 12:00 AM,,,Sean Gallagher,90000
RLT-64,100064,Configure Legacy Retirement cutover task,Story,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,23/Oct/25 12:00 AM,17/Aug/26 12:00 AM,,11/Nov/25 12:00 AM,,,Hiroshi Tanaka,273600
RLT-65,100065,Deploy Legacy Retirement conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,13/Jan/25 12:00 AM,12/Feb/25 12:00 AM,12/Feb/25 12:00 AM,09/Feb/25 12:00 AM,,,Priya Nandakumar,32400
RLT-66,100066,Decommission Golden Record cutover task,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,18/Jul/26 12:00 AM,17/Aug/26 12:00 AM,17/Aug/26 12:00 AM,17/Aug/26 12:00 AM,,,Marta Kowalski,187200
RLT-67,100067,Onboard Legacy Retirement conversion rule,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,28/Jan/26 12:00 AM,21/Aug/26 12:00 AM,,19/Mar/26 12:00 AM,,,Lucia Ferrari,104400
RLT-68,100068,Automate Survivorship Rules cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,06/Jan/26 12:00 AM,20/Apr/26 12:00 AM,20/Apr/26 12:00 AM,09/Apr/26 12:00 AM,,,Priya Nandakumar,122400
RLT-69,100069,Test Legacy Retirement data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,25/Nov/24 12:00 AM,09/Jan/25 12:00 AM,09/Jan/25 12:00 AM,10/Jan/25 12:00 AM,,,Daniel Osei,82800
RLT-70,100070,Integrate Legacy Retirement audit trail,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,11/Feb/25 12:00 AM,09/Mar/25 12:00 AM,09/Mar/25 12:00 AM,13/Mar/25 12:00 AM,,,Marta Kowalski,46800
RLT-71,100071,Validate Legacy Retirement batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,26/Nov/24 12:00 AM,22/Feb/25 12:00 AM,22/Feb/25 12:00 AM,26/Feb/25 12:00 AM,,,Daniel Osei,129600
RLT-72,100072,Automate Golden Record cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,09/Jan/25 12:00 AM,20/Jan/25 12:00 AM,20/Jan/25 12:00 AM,24/Jan/25 12:00 AM,,,Daniel Osei,136800
RLT-73,100073,Refactor Golden Record batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,05/Aug/26 12:00 AM,13/Aug/26 12:00 AM,13/Aug/26 12:00 AM,14/Aug/26 12:00 AM,,,Amara Okafor,43200
RLT-74,100074,Onboard Survivorship Rules audit trail,Task,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,30/Apr/25 12:00 AM,27/Aug/26 12:00 AM,,17/May/25 12:00 AM,,,Sean Gallagher,25200
RLT-75,100075,Automate Golden Record conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,14/Jan/26 12:00 AM,03/Mar/26 12:00 AM,03/Mar/26 12:00 AM,03/Mar/26 12:00 AM,,,Marta Kowalski,93600
RLT-76,100076,Decommission Golden Record dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,09/Sep/24 12:00 AM,11/Oct/24 12:00 AM,11/Oct/24 12:00 AM,14/Oct/24 12:00 AM,,,Lucia Ferrari,169200
RLT-77,100077,Automate Legacy Retirement user role,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,21/Sep/25 12:00 AM,06/Oct/25 12:00 AM,06/Oct/25 12:00 AM,06/Oct/25 12:00 AM,,,Priya Nandakumar,212400
RLT-78,100078,Document Legacy Retirement cutover task,Task,Descoped,Done,RLT,Reltio - MDM,P3 - Medium,Won't Do,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,07/Oct/24 12:00 AM,26/Oct/24 12:00 AM,,23/Oct/24 12:00 AM,,,Priya Nandakumar,255600
RLT-79,100079,Build Survivorship Rules test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,06/Oct/24 12:00 AM,19/Oct/24 12:00 AM,19/Oct/24 12:00 AM,20/Oct/24 12:00 AM,,,Priya Nandakumar,122400
RLT-80,100080,Test Survivorship Rules API contract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,05/Feb/25 12:00 AM,19/Feb/25 12:00 AM,19/Feb/25 12:00 AM,20/Feb/25 12:00 AM,,,Daniel Osei,68400
RLT-81,100081,Document Survivorship Rules training module,Story,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,17/Feb/25 12:00 AM,09/Apr/26 12:00 AM,,01/May/25 12:00 AM,,,Hiroshi Tanaka,86400
RLT-82,100082,Decommission Survivorship Rules interface,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,17/Nov/25 12:00 AM,14/Dec/25 12:00 AM,14/Dec/25 12:00 AM,11/Dec/25 12:00 AM,,,Priya Nandakumar,28800
RLT-83,100083,Design Legacy Retirement user role,Story,Blocked,In Progress,RLT,Reltio - MDM,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,18/Jan/25 12:00 AM,29/May/26 12:00 AM,,04/Apr/25 12:00 AM,,,Daniel Osei,46800
RLT-84,100084,Automate Legacy Retirement interface,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,23/Mar/25 12:00 AM,09/Apr/25 12:00 AM,09/Apr/25 12:00 AM,08/Apr/25 12:00 AM,,,Hiroshi Tanaka,82800
RLT-85,100085,Deploy Golden Record conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,06/Jan/26 12:00 AM,14/Feb/26 12:00 AM,14/Feb/26 12:00 AM,10/Feb/26 12:00 AM,,,Hiroshi Tanaka,68400
RLT-86,100086,Design Golden Record data model,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,12/Dec/25 12:00 AM,14/Jan/26 12:00 AM,14/Jan/26 12:00 AM,21/Jan/26 12:00 AM,,,Hiroshi Tanaka,93600
RLT-87,100087,Migrate Golden Record user role,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,22/Aug/25 12:00 AM,25/Aug/26 12:00 AM,,18/Oct/25 12:00 AM,,,Marta Kowalski,25200
RLT-88,100088,Design Legacy Retirement conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,12/Dec/25 12:00 AM,15/Jan/26 12:00 AM,15/Jan/26 12:00 AM,12/Jan/26 12:00 AM,,,Lucia Ferrari,32400
RLT-89,100089,Decommission Survivorship Rules dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,06/Apr/26 12:00 AM,30/May/26 12:00 AM,30/May/26 12:00 AM,17/Jun/26 12:00 AM,,,Hiroshi Tanaka,172800
RLT-90,100090,Refactor Legacy Retirement interface,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,26/Jun/26 12:00 AM,06/Aug/26 12:00 AM,06/Aug/26 12:00 AM,12/Aug/26 12:00 AM,,,Sean Gallagher,39600
RLT-91,100091,Deploy Survivorship Rules batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,17/Aug/26 12:00 AM,01/Sep/26 12:00 AM,01/Sep/26 12:00 AM,29/Aug/26 12:00 AM,,,Lucia Ferrari,46800
RLT-92,100092,Test Survivorship Rules conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,11/Jul/25 12:00 AM,26/Aug/25 12:00 AM,26/Aug/25 12:00 AM,06/Sep/25 12:00 AM,,,Sean Gallagher,93600
RLT-93,100093,Integrate Legacy Retirement training module,Story,Blocked,In Progress,RLT,Reltio - MDM,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,17/Jul/25 12:00 AM,04/Jun/26 12:00 AM,,19/Aug/25 12:00 AM,,,Priya Nandakumar,36000
RLT-94,100094,Configure Golden Record cutover task,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,31/Jan/25 12:00 AM,18/Feb/25 12:00 AM,18/Feb/25 12:00 AM,19/Feb/25 12:00 AM,,,Marta Kowalski,234000
RLT-95,100095,Onboard Legacy Retirement test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,12/Dec/24 12:00 AM,26/Jan/25 12:00 AM,26/Jan/25 12:00 AM,21/Jan/25 12:00 AM,,,Daniel Osei,28800
RLT-96,100096,Build Legacy Retirement reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,19/Feb/25 12:00 AM,11/Apr/25 12:00 AM,11/Apr/25 12:00 AM,23/Apr/25 12:00 AM,,,Priya Nandakumar,86400
RLT-97,100097,Configure Golden Record conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,03/May/25 12:00 AM,25/May/25 12:00 AM,25/May/25 12:00 AM,21/May/25 12:00 AM,,,Marta Kowalski,43200
RLT-98,100098,Decommission Legacy Retirement approval workflow,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,12/Dec/25 12:00 AM,05/Jan/26 12:00 AM,05/Jan/26 12:00 AM,04/Jan/26 12:00 AM,,,Priya Nandakumar,100800
RLT-99,100099,Build Golden Record reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,10/Sep/25 12:00 AM,22/Sep/25 12:00 AM,22/Sep/25 12:00 AM,25/Sep/25 12:00 AM,,,Marta Kowalski,54000
RLT-100,100100,Decommission Golden Record reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,12/Dec/25 12:00 AM,22/Dec/25 12:00 AM,22/Dec/25 12:00 AM,24/Dec/25 12:00 AM,,,Amara Okafor,82800
RLT-101,100101,Build Survivorship Rules batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,20/Jul/26 12:00 AM,14/Aug/26 12:00 AM,14/Aug/26 12:00 AM,17/Aug/26 12:00 AM,,,Daniel Osei,259200
RLT-102,100102,Document Legacy Retirement cutover task,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,23/Aug/24 12:00 AM,10/Oct/24 12:00 AM,10/Oct/24 12:00 AM,28/Sep/24 12:00 AM,,,Lucia Ferrari,46800
RLT-103,100103,Deploy Survivorship Rules test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,25/Aug/24 12:00 AM,14/Sep/24 12:00 AM,14/Sep/24 12:00 AM,13/Sep/24 12:00 AM,,,Amara Okafor,46800
RLT-104,100104,Build Survivorship Rules cutover task,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,11/Mar/25 12:00 AM,21/Aug/26 12:00 AM,,08/Jun/25 12:00 AM,,,Amara Okafor,64800
RLT-105,100105,Reconcile Legacy Retirement training module,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,12/Sep/25 12:00 AM,07/Oct/25 12:00 AM,07/Oct/25 12:00 AM,12/Oct/25 12:00 AM,,,Priya Nandakumar,324000
RLT-106,100106,Decommission Legacy Retirement interface,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,28/Jul/25 12:00 AM,22/Aug/25 12:00 AM,22/Aug/25 12:00 AM,29/Aug/25 12:00 AM,,,Lucia Ferrari,79200
RLT-107,100107,Migrate Legacy Retirement training module,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,10/Jul/25 12:00 AM,12/Aug/26 12:00 AM,,29/Jul/25 12:00 AM,,,Priya Nandakumar,262800
RLT-108,100108,Migrate Golden Record cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,06/Nov/24 12:00 AM,29/Dec/24 12:00 AM,29/Dec/24 12:00 AM,15/Jan/25 12:00 AM,,,Sean Gallagher,72000
RLT-109,100109,Onboard Legacy Retirement conversion rule,Story,Descoped,Done,RLT,Reltio - MDM,P3 - Medium,Won't Do,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,11/Oct/25 12:00 AM,27/Oct/25 12:00 AM,,25/Oct/25 12:00 AM,,,Priya Nandakumar,252000
RLT-110,100110,Integrate Golden Record data model,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,19/Jun/26 12:00 AM,16/Jul/26 12:00 AM,16/Jul/26 12:00 AM,14/Jul/26 12:00 AM,,,Priya Nandakumar,126000
RLT-111,100111,Design Survivorship Rules API contract,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,19/Oct/25 12:00 AM,17/Aug/26 12:00 AM,,14/Nov/25 12:00 AM,,,Daniel Osei,144000
RLT-112,100112,Onboard Legacy Retirement API contract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,12/Oct/25 12:00 AM,01/Nov/25 12:00 AM,01/Nov/25 12:00 AM,01/Nov/25 12:00 AM,,,Hiroshi Tanaka,25200
RLT-113,100113,Validate Golden Record data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,25/Sep/24 12:00 AM,25/Oct/24 12:00 AM,25/Oct/24 12:00 AM,29/Oct/24 12:00 AM,,,Sean Gallagher,21600
RLT-114,100114,Integrate Legacy Retirement reporting extract,Task,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,13/Jan/25 12:00 AM,14/Aug/26 12:00 AM,,11/Feb/25 12:00 AM,,,Hiroshi Tanaka,226800
RLT-115,100115,Refactor Survivorship Rules conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,09/Aug/24 12:00 AM,04/Oct/24 12:00 AM,04/Oct/24 12:00 AM,19/Oct/24 12:00 AM,,,Hiroshi Tanaka,223200
RLT-116,100116,Deploy Golden Record approval workflow,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,01/Oct/24 12:00 AM,26/Aug/26 12:00 AM,,25/Oct/24 12:00 AM,,,Priya Nandakumar,763200
RLT-117,100117,Automate Golden Record master record,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,29/Sep/25 12:00 AM,09/Nov/25 12:00 AM,09/Nov/25 12:00 AM,01/Nov/25 12:00 AM,,,Lucia Ferrari,21600
RLT-118,100118,Automate Legacy Retirement dashboard,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,27/Jun/26 12:00 AM,30/Jul/26 12:00 AM,30/Jul/26 12:00 AM,02/Aug/26 12:00 AM,,,Daniel Osei,133200
RLT-119,100119,Decommission Golden Record test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,05/Oct/25 12:00 AM,14/Dec/25 12:00 AM,14/Dec/25 12:00 AM,31/Dec/25 12:00 AM,,,Sean Gallagher,36000
RLT-120,100120,Reconcile Survivorship Rules reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,13/Aug/24 12:00 AM,06/Sep/24 12:00 AM,06/Sep/24 12:00 AM,13/Sep/24 12:00 AM,,,Amara Okafor,43200
RLT-121,100121,Deploy Survivorship Rules interface,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,11/Apr/26 12:00 AM,05/May/26 12:00 AM,05/May/26 12:00 AM,05/May/26 12:00 AM,,,Daniel Osei,54000
